'0:00.000',0.185
'0:00.001',0.185
'0:00.003',0.169
'0:00.004',0.185
'0:00.006',0.185
'0:00.007',0.185
'0:00.008',0.185
'0:00.010',0.185
'0:00.011',0.185
'0:00.013',0.200
'0:00.014',0.200
'0:00.015',0.192
'0:00.017',0.200
'0:00.018',0.192
'0:00.019',0.192
'0:00.021',0.208
'0:00.022',0.215
'0:00.024',0.208
'0:00.025',0.215
'0:00.026',0.215
'0:00.028',0.200
'0:00.029',0.208
'0:00.031',0.208
'0:00.032',0.208
'0:00.033',0.208
'0:00.035',0.200
'0:00.036',0.192
'0:00.038',0.192
'0:00.039',0.208
'0:00.040',0.208
'0:00.042',0.192
'0:00.043',0.215
'0:00.044',0.223
'0:00.046',0.223
'0:00.047',0.223
'0:00.049',0.223
'0:00.050',0.231
'0:00.051',0.231
'0:00.053',0.223
'0:00.054',0.231
'0:00.056',0.231
'0:00.057',0.231
'0:00.058',0.223
'0:00.060',0.231
'0:00.061',0.215
'0:00.063',0.223
'0:00.064',0.231
'0:00.065',0.223
'0:00.067',0.223
'0:00.068',0.223
'0:00.069',0.223
'0:00.071',0.223
'0:00.072',0.223
'0:00.074',0.215
'0:00.075',0.215
'0:00.076',0.215
'0:00.078',0.223
'0:00.079',0.223
'0:00.081',0.215
'0:00.082',0.215
'0:00.083',0.208
'0:00.085',0.208
'0:00.086',0.223
'0:00.088',0.215
'0:00.089',0.208
'0:00.090',0.223
'0:00.092',0.215
'0:00.093',0.208
'0:00.094',0.223
'0:00.096',0.223
'0:00.097',0.215
'0:00.099',0.208
'0:00.100',0.223
'0:00.101',0.223
'0:00.103',0.215
'0:00.104',0.223
'0:00.106',0.215
'0:00.107',0.208
'0:00.108',0.215
'0:00.110',0.223
'0:00.111',0.223
'0:00.113',0.215
'0:00.114',0.223
'0:00.115',0.223
'0:00.117',0.223
'0:00.118',0.223
'0:00.119',0.215
'0:00.121',0.231
'0:00.122',0.223
'0:00.124',0.231
'0:00.125',0.223
'0:00.126',0.231
'0:00.128',0.231
'0:00.129',0.223
'0:00.131',0.223
'0:00.132',0.238
'0:00.133',0.246
'0:00.135',0.231
'0:00.136',0.231
'0:00.138',0.238
'0:00.139',0.231
'0:00.140',0.231
'0:00.142',0.231
'0:00.143',0.223
'0:00.144',0.215
'0:00.146',0.215
'0:00.147',0.215
'0:00.149',0.223
'0:00.150',0.231
'0:00.151',0.223
'0:00.153',0.223
'0:00.154',0.231
'0:00.156',0.246
'0:00.157',0.238
'0:00.158',0.246
'0:00.160',0.262
'0:00.161',0.246
'0:00.163',0.246
'0:00.164',0.254
'0:00.165',0.246
'0:00.167',0.238
'0:00.168',0.238
'0:00.169',0.231
'0:00.171',0.223
'0:00.172',0.223
'0:00.174',0.223
'0:00.175',0.215
'0:00.176',0.215
'0:00.178',0.215
'0:00.179',0.223
'0:00.181',0.231
'0:00.182',0.231
'0:00.183',0.254
'0:00.185',0.262
'0:00.186',0.277
'0:00.188',0.277
'0:00.189',0.269
'0:00.190',0.277
'0:00.192',0.262
'0:00.193',0.262
'0:00.194',0.262
'0:00.196',0.269
'0:00.197',0.277
'0:00.199',0.285
'0:00.200',0.262
'0:00.201',0.254
'0:00.203',0.254
'0:00.204',0.262
'0:00.206',0.246
'0:00.207',0.262
'0:00.208',0.277
'0:00.210',0.262
'0:00.211',0.262
'0:00.213',0.277
'0:00.214',0.277
'0:00.215',0.277
'0:00.217',0.277
'0:00.218',0.277
'0:00.219',0.285
'0:00.221',0.292
'0:00.222',0.292
'0:00.224',0.292
'0:00.225',0.300
'0:00.226',0.285
'0:00.228',0.285
'0:00.229',0.292
'0:00.231',0.308
'0:00.232',0.323
'0:00.233',0.315
'0:00.235',0.300
'0:00.236',0.285
'0:00.238',0.300
'0:00.239',0.308
'0:00.240',0.300
'0:00.242',0.300
'0:00.243',0.285
'0:00.244',0.277
'0:00.246',0.285
'0:00.247',0.292
'0:00.249',0.285
'0:00.250',0.300
'0:00.251',0.285
'0:00.253',0.292
'0:00.254',0.308
'0:00.256',0.315
'0:00.257',0.315
'0:00.258',0.308
'0:00.260',0.308
'0:00.261',0.308
'0:00.263',0.323
'0:00.264',0.308
'0:00.265',0.300
'0:00.267',0.300
'0:00.268',0.300
'0:00.269',0.292
'0:00.271',0.308
'0:00.272',0.308
'0:00.274',0.277
'0:00.275',0.277
'0:00.276',0.285
'0:00.278',0.277
'0:00.279',0.277
'0:00.281',0.277
'0:00.282',0.262
'0:00.283',0.269
'0:00.285',0.262
'0:00.286',0.254
'0:00.288',0.262
'0:00.289',0.269
'0:00.290',0.254
'0:00.292',0.262
'0:00.293',0.246
'0:00.294',0.231
'0:00.296',0.238
'0:00.297',0.231
'0:00.299',0.223
'0:00.300',0.231
'0:00.301',0.238
'0:00.303',0.223
'0:00.304',0.223
'0:00.306',0.231
'0:00.307',0.223
'0:00.308',0.208
'0:00.310',0.208
'0:00.311',0.200
'0:00.313',0.200
'0:00.314',0.192
'0:00.315',0.185
'0:00.317',0.192
'0:00.318',0.192
'0:00.319',0.192
'0:00.321',0.200
'0:00.322',0.192
'0:00.324',0.192
'0:00.325',0.185
'0:00.326',0.185
'0:00.328',0.177
'0:00.329',0.185
'0:00.331',0.200
'0:00.332',0.192
'0:00.333',0.208
'0:00.335',0.223
'0:00.336',0.208
'0:00.338',0.223
'0:00.339',0.231
'0:00.340',0.223
'0:00.342',0.223
'0:00.343',0.231
'0:00.344',0.223
'0:00.346',0.223
'0:00.347',0.238
'0:00.349',0.238
'0:00.350',0.231
'0:00.351',0.246
'0:00.353',0.262
'0:00.354',0.246
'0:00.356',0.254
'0:00.357',0.246
'0:00.358',0.246
'0:00.360',0.254
'0:00.361',0.269
'0:00.363',0.277
'0:00.364',0.292
'0:00.365',0.308
'0:00.367',0.323
'0:00.368',0.338
'0:00.369',0.354
'0:00.371',0.392
'0:00.372',0.392
'0:00.374',0.400
'0:00.375',0.431
'0:00.376',0.462
'0:00.378',0.469
'0:00.379',0.492
'0:00.381',0.515
'0:00.382',0.531
'0:00.383',0.554
'0:00.385',0.585
'0:00.386',0.577
'0:00.388',0.577
'0:00.389',0.569
'0:00.390',0.554
'0:00.392',0.554
'0:00.393',0.569
'0:00.394',0.554
'0:00.396',0.531
'0:00.397',0.531
'0:00.399',0.508
'0:00.400',0.462
'0:00.401',0.438
'0:00.403',0.438
'0:00.404',0.415
'0:00.406',0.392
'0:00.407',0.385
'0:00.408',0.377
'0:00.410',0.369
'0:00.411',0.369
'0:00.413',0.362
'0:00.414',0.354
'0:00.415',0.354
'0:00.417',0.346
'0:00.418',0.331
'0:00.419',0.354
'0:00.421',0.354
'0:00.422',0.331
'0:00.424',0.331
'0:00.425',0.338
'0:00.426',0.331
'0:00.428',0.315
'0:00.429',0.315
'0:00.431',0.315
'0:00.432',0.323
'0:00.433',0.331
'0:00.435',0.308
'0:00.436',0.300
'0:00.438',0.300
'0:00.439',0.292
'0:00.440',0.285
'0:00.442',0.277
'0:00.443',0.277
'0:00.444',0.262
'0:00.446',0.254
'0:00.447',0.238
'0:00.449',0.246
'0:00.450',0.238
'0:00.451',0.238
'0:00.453',0.246
'0:00.454',0.238
'0:00.456',0.231
'0:00.457',0.238
'0:00.458',0.238
'0:00.460',0.231
'0:00.461',0.223
'0:00.463',0.223
'0:00.464',0.223
'0:00.465',0.215
'0:00.467',0.215
'0:00.468',0.215
'0:00.469',0.223
'0:00.471',0.215
'0:00.472',0.215
'0:00.474',0.223
'0:00.475',0.223
'0:00.476',0.223
'0:00.478',0.223
'0:00.479',0.223
'0:00.481',0.223
'0:00.482',0.215
'0:00.483',0.231
'0:00.485',0.215
'0:00.486',0.215
'0:00.488',0.215
'0:00.489',0.223
'0:00.490',0.215
'0:00.492',0.215
'0:00.493',0.208
'0:00.494',0.215
'0:00.496',0.223
'0:00.497',0.208
'0:00.499',0.208
'0:00.500',0.208
'0:00.501',0.192
'0:00.503',0.200
'0:00.504',0.200
'0:00.506',0.192
'0:00.507',0.200
'0:00.508',0.208
'0:00.510',0.208
'0:00.511',0.208
'0:00.513',0.223
'0:00.514',0.223
'0:00.515',0.208
'0:00.517',0.223
'0:00.518',0.223
'0:00.519',0.223
'0:00.521',0.223
'0:00.522',0.223
'0:00.524',0.223
'0:00.525',0.223
'0:00.526',0.215
'0:00.528',0.215
'0:00.529',0.215
'0:00.531',0.215
'0:00.532',0.215
'0:00.533',0.215
'0:00.535',0.215
'0:00.536',0.208
'0:00.538',0.208
'0:00.539',0.208
'0:00.540',0.208
'0:00.542',0.208
'0:00.543',0.208
'0:00.544',0.208
'0:00.546',0.215
'0:00.547',0.208
'0:00.549',0.208
'0:00.550',0.215
'0:00.551',0.215
'0:00.553',0.200
'0:00.554',0.208
'0:00.556',0.215
'0:00.557',0.208
'0:00.558',0.185
'0:00.560',0.192
'0:00.561',0.177
'0:00.563',0.162
'0:00.564',0.177
'0:00.565',0.177
'0:00.567',0.177
'0:00.568',0.169
'0:00.569',0.169
'0:00.571',0.177
'0:00.572',0.169
'0:00.574',0.169
'0:00.575',0.169
'0:00.576',0.162
'0:00.578',0.162
'0:00.579',0.146
'0:00.581',0.162
'0:00.582',0.162
'0:00.583',0.154
'0:00.585',0.154
'0:00.586',0.169
'0:00.588',0.162
'0:00.589',0.146
'0:00.590',0.169
'0:00.592',0.177
'0:00.593',0.162
'0:00.594',0.154
'0:00.596',0.162
'0:00.597',0.162
'0:00.599',0.169
'0:00.600',0.162
'0:00.601',0.154
'0:00.603',0.162
'0:00.604',0.177
'0:00.606',0.169
'0:00.607',0.162
'0:00.608',0.162
'0:00.610',0.162
'0:00.611',0.154
'0:00.613',0.154
'0:00.614',0.169
'0:00.615',0.169
'0:00.617',0.154
'0:00.618',0.154
'0:00.619',0.162
'0:00.621',0.154
'0:00.622',0.138
'0:00.624',0.146
'0:00.625',0.146
'0:00.626',0.138
'0:00.628',0.138
'0:00.629',0.138
'0:00.631',0.131
'0:00.632',0.123
'0:00.633',0.123
'0:00.635',0.115
'0:00.636',0.115
'0:00.638',0.131
'0:00.639',0.123
'0:00.640',0.123
'0:00.642',0.131
'0:00.643',0.123
'0:00.644',0.100
'0:00.646',0.100
'0:00.647',0.092
'0:00.649',0.092
'0:00.650',0.100
'0:00.651',0.092
'0:00.653',0.092
'0:00.654',0.085
'0:00.656',0.085
'0:00.657',0.085
'0:00.658',0.092
'0:00.660',0.100
'0:00.661',0.100
'0:00.663',0.100
'0:00.664',0.100
'0:00.665',0.108
'0:00.667',0.092
'0:00.668',0.115
'0:00.669',0.131
'0:00.671',0.123
'0:00.672',0.123
'0:00.674',0.115
'0:00.675',0.123
'0:00.676',0.115
'0:00.678',0.123
'0:00.679',0.123
'0:00.681',0.123
'0:00.682',0.123
'0:00.683',0.138
'0:00.685',0.123
'0:00.686',0.138
'0:00.688',0.146
'0:00.689',0.146
'0:00.690',0.138
'0:00.692',0.146
'0:00.693',0.154
'0:00.694',0.146
'0:00.696',0.154
'0:00.697',0.154
'0:00.699',0.154
'0:00.700',0.162
'0:00.701',0.162
'0:00.703',0.162
'0:00.704',0.177
'0:00.706',0.177
'0:00.707',0.185
'0:00.708',0.185
'0:00.710',0.192
'0:00.711',0.185
'0:00.713',0.185
'0:00.714',0.177
'0:00.715',0.185
'0:00.717',0.185
'0:00.718',0.200
'0:00.719',0.200
'0:00.721',0.208
'0:00.722',0.208
'0:00.724',0.208
'0:00.725',0.215
'0:00.726',0.223
'0:00.728',0.215
'0:00.729',0.223
'0:00.731',0.223
'0:00.732',0.215
'0:00.733',0.215
'0:00.735',0.223
'0:00.736',0.223
'0:00.738',0.223
'0:00.739',0.231
'0:00.740',0.238
'0:00.742',0.231
'0:00.743',0.223
'0:00.744',0.238
'0:00.746',0.238
'0:00.747',0.246
'0:00.749',0.246
'0:00.750',0.238
'0:00.751',0.238
'0:00.753',0.231
'0:00.754',0.238
'0:00.756',0.238
'0:00.757',0.231
'0:00.758',0.238
'0:00.760',0.231
'0:00.761',0.231
'0:00.763',0.238
'0:00.764',0.223
'0:00.765',0.231
'0:00.767',0.231
'0:00.768',0.223
'0:00.769',0.223
'0:00.771',0.231
'0:00.772',0.223
'0:00.774',0.223
'0:00.775',0.231
'0:00.776',0.231
'0:00.778',0.215
'0:00.779',0.215
'0:00.781',0.223
'0:00.782',0.231
'0:00.783',0.223
'0:00.785',0.231
'0:00.786',0.231
'0:00.788',0.223
'0:00.789',0.223
'0:00.790',0.223
'0:00.792',0.223
'0:00.793',0.208
'0:00.794',0.208
'0:00.796',0.208
'0:00.797',0.215
'0:00.799',0.215
'0:00.800',0.208
'0:00.801',0.208
'0:00.803',0.223
'0:00.804',0.215
'0:00.806',0.208
'0:00.807',0.208
'0:00.808',0.223
'0:00.810',0.231
'0:00.811',0.238
'0:00.813',0.238
'0:00.814',0.238
'0:00.815',0.246
'0:00.817',0.231
'0:00.818',0.223
'0:00.819',0.215
'0:00.821',0.223
'0:00.822',0.208
'0:00.824',0.208
'0:00.825',0.215
'0:00.826',0.215
'0:00.828',0.215
'0:00.829',0.223
'0:00.831',0.223
'0:00.832',0.215
'0:00.833',0.223
'0:00.835',0.223
'0:00.836',0.208
'0:00.838',0.223
'0:00.839',0.238
'0:00.840',0.231
'0:00.842',0.223
'0:00.843',0.215
'0:00.844',0.223
'0:00.846',0.223
'0:00.847',0.215
'0:00.849',0.215
'0:00.850',0.215
'0:00.851',0.215
'0:00.853',0.208
'0:00.854',0.208
'0:00.856',0.215
'0:00.857',0.200
'0:00.858',0.200
'0:00.860',0.200
'0:00.861',0.192
'0:00.863',0.200
'0:00.864',0.200
'0:00.865',0.192
'0:00.867',0.192
'0:00.868',0.200
'0:00.869',0.200
'0:00.871',0.200
'0:00.872',0.208
'0:00.874',0.208
'0:00.875',0.200
'0:00.876',0.200
'0:00.878',0.200
'0:00.879',0.192
'0:00.881',0.200
'0:00.882',0.200
'0:00.883',0.208
'0:00.885',0.215
'0:00.886',0.231
'0:00.888',0.238
'0:00.889',0.269
'0:00.890',0.285
'0:00.892',0.285
'0:00.893',0.308
'0:00.894',0.323
'0:00.896',0.338
'0:00.897',0.331
'0:00.899',0.338
'0:00.900',0.338
'0:00.901',0.346
'0:00.903',0.354
'0:00.904',0.346
'0:00.906',0.331
'0:00.907',0.315
'0:00.908',0.292
'0:00.910',0.269
'0:00.911',0.238
'0:00.913',0.223
'0:00.914',0.208
'0:00.915',0.185
'0:00.917',0.146
'0:00.918',0.092
'0:00.919',0.054
'0:00.921',0.008
'0:00.922',-0.023
'0:00.924',-0.062
'0:00.925',-0.115
'0:00.926',-0.177
'0:00.928',-0.231
'0:00.929',-0.300
'0:00.931',-0.362
'0:00.932',-0.423
'0:00.933',-0.477
'0:00.935',-0.515
'0:00.936',-0.515
'0:00.938',-0.492
'0:00.939',-0.469
'0:00.940',-0.477
'0:00.942',-0.462
'0:00.943',-0.438
'0:00.944',-0.431
'0:00.946',-0.415
'0:00.947',-0.369
'0:00.949',-0.346
'0:00.950',-0.331
'0:00.951',-0.308
'0:00.953',-0.269
'0:00.954',-0.238
'0:00.956',-0.200
'0:00.957',-0.154
'0:00.958',-0.108
'0:00.960',-0.069
'0:00.961',-0.031
'0:00.963',0.023
'0:00.964',0.069
'0:00.965',0.092
'0:00.967',0.108
'0:00.968',0.108
'0:00.969',0.115
'0:00.971',0.138
'0:00.972',0.154
'0:00.974',0.162
'0:00.975',0.162
'0:00.976',0.169
'0:00.978',0.177
'0:00.979',0.177
'0:00.981',0.192
'0:00.982',0.200
'0:00.983',0.208
'0:00.985',0.208
'0:00.986',0.215
'0:00.988',0.223
'0:00.989',0.215
'0:00.990',0.215
'0:00.992',0.215
'0:00.993',0.215
'0:00.994',0.215
'0:00.996',0.223
'0:00.997',0.223
'0:00.999',0.223
'0:01.000',0.231
'0:01.001',0.231
'0:01.003',0.238
'0:01.004',0.238
'0:01.006',0.246
'0:01.007',0.246
'0:01.008',0.238
'0:01.010',0.231
'0:01.011',0.246
'0:01.013',0.238
'0:01.014',0.238
'0:01.015',0.238
'0:01.017',0.238
'0:01.018',0.238
'0:01.019',0.262
'0:01.021',0.269
'0:01.022',0.262
'0:01.024',0.269
'0:01.025',0.269
'0:01.026',0.277
'0:01.028',0.269
'0:01.029',0.277
'0:01.031',0.277
'0:01.032',0.285
'0:01.033',0.277
'0:01.035',0.269
'0:01.036',0.277
'0:01.038',0.285
'0:01.039',0.277
'0:01.040',0.277
'0:01.042',0.285
'0:01.043',0.277
'0:01.044',0.269
'0:01.046',0.277
'0:01.047',0.285
'0:01.049',0.285
'0:01.050',0.300
'0:01.051',0.300
'0:01.053',0.308
'0:01.054',0.308
'0:01.056',0.308
'0:01.057',0.308
'0:01.058',0.308
'0:01.060',0.300
'0:01.061',0.300
'0:01.063',0.300
'0:01.064',0.300
'0:01.065',0.292
'0:01.067',0.300
'0:01.068',0.300
'0:01.069',0.300
'0:01.071',0.300
'0:01.072',0.300
'0:01.074',0.300
'0:01.075',0.292
'0:01.076',0.277
'0:01.078',0.300
'0:01.079',0.300
'0:01.081',0.292
'0:01.082',0.300
'0:01.083',0.292
'0:01.085',0.300
'0:01.086',0.300
'0:01.088',0.292
'0:01.089',0.308
'0:01.090',0.331
'0:01.092',0.331
'0:01.093',0.323
'0:01.094',0.331
'0:01.096',0.323
'0:01.097',0.308
'0:01.099',0.323
'0:01.100',0.323
'0:01.101',0.308
'0:01.103',0.300
'0:01.104',0.300
'0:01.106',0.308
'0:01.107',0.315
'0:01.108',0.315
'0:01.110',0.315
'0:01.111',0.323
'0:01.113',0.331
'0:01.114',0.338
'0:01.115',0.338
'0:01.117',0.346
'0:01.118',0.354
'0:01.119',0.369
'0:01.121',0.377
'0:01.122',0.385
'0:01.124',0.369
'0:01.125',0.377
'0:01.126',0.385
'0:01.128',0.392
'0:01.129',0.385
'0:01.131',0.385
'0:01.132',0.377
'0:01.133',0.392
'0:01.135',0.400
'0:01.136',0.392
'0:01.138',0.392
'0:01.139',0.392
'0:01.140',0.400
'0:01.142',0.400
'0:01.143',0.400
'0:01.144',0.415
'0:01.146',0.423
'0:01.147',0.423
'0:01.149',0.423
'0:01.150',0.423
'0:01.151',0.431
'0:01.153',0.431
'0:01.154',0.446
'0:01.156',0.454
'0:01.157',0.446
'0:01.158',0.446
'0:01.160',0.454
'0:01.161',0.446
'0:01.163',0.446
'0:01.164',0.446
'0:01.165',0.454
'0:01.167',0.454
'0:01.168',0.454
'0:01.169',0.462
'0:01.171',0.462
'0:01.172',0.462
'0:01.174',0.477
'0:01.175',0.469
'0:01.176',0.469
'0:01.178',0.469
'0:01.179',0.462
'0:01.181',0.462
'0:01.182',0.469
'0:01.183',0.462
'0:01.185',0.462
'0:01.186',0.462
'0:01.188',0.469
'0:01.189',0.446
'0:01.190',0.454
'0:01.192',0.469
'0:01.193',0.462
'0:01.194',0.454
'0:01.196',0.446
'0:01.197',0.438
'0:01.199',0.431
'0:01.200',0.423
'0:01.201',0.415
'0:01.203',0.408
'0:01.204',0.415
'0:01.206',0.408
'0:01.207',0.408
'0:01.208',0.400
'0:01.210',0.400
'0:01.211',0.400
'0:01.213',0.400
'0:01.214',0.385
'0:01.215',0.377
'0:01.217',0.385
'0:01.218',0.369
'0:01.219',0.354
'0:01.221',0.369
'0:01.222',0.362
'0:01.224',0.362
'0:01.225',0.354
'0:01.226',0.338
'0:01.228',0.331
'0:01.229',0.331
'0:01.231',0.323
'0:01.232',0.315
'0:01.233',0.315
'0:01.235',0.308
'0:01.236',0.300
'0:01.238',0.300
'0:01.239',0.292
'0:01.240',0.285
'0:01.242',0.277
'0:01.243',0.269
'0:01.244',0.269
'0:01.246',0.262
'0:01.247',0.269
'0:01.249',0.254
'0:01.250',0.238
'0:01.251',0.238
'0:01.253',0.246
'0:01.254',0.231
'0:01.256',0.231
'0:01.257',0.231
'0:01.258',0.238
'0:01.260',0.231
'0:01.261',0.215
'0:01.263',0.215
'0:01.264',0.223
'0:01.265',0.215
'0:01.267',0.208
'0:01.268',0.215
'0:01.269',0.223
'0:01.271',0.215
'0:01.272',0.215
'0:01.274',0.223
'0:01.275',0.223
'0:01.276',0.238
'0:01.278',0.238
'0:01.279',0.238
'0:01.281',0.223
'0:01.282',0.223
'0:01.283',0.223
'0:01.285',0.231
'0:01.286',0.215
'0:01.288',0.208
'0:01.289',0.208
'0:01.290',0.208
'0:01.292',0.208
'0:01.293',0.208
'0:01.294',0.200
'0:01.296',0.192
'0:01.297',0.200
'0:01.299',0.200
'0:01.300',0.208
'0:01.301',0.208
'0:01.303',0.215
'0:01.304',0.215
'0:01.306',0.215
'0:01.307',0.223
'0:01.308',0.223
'0:01.310',0.223
'0:01.311',0.215
'0:01.313',0.223
'0:01.314',0.231
'0:01.315',0.238
'0:01.317',0.231
'0:01.318',0.223
'0:01.319',0.223
'0:01.321',0.223
'0:01.322',0.246
'0:01.324',0.238
'0:01.325',0.238
'0:01.326',0.238
'0:01.328',0.231
'0:01.329',0.223
'0:01.331',0.231
'0:01.332',0.223
'0:01.333',0.223
'0:01.335',0.231
'0:01.336',0.238
'0:01.338',0.215
'0:01.339',0.215
'0:01.340',0.208
'0:01.342',0.215
'0:01.343',0.208
'0:01.344',0.200
'0:01.346',0.192
'0:01.347',0.192
'0:01.349',0.200
'0:01.350',0.200
'0:01.351',0.200
'0:01.353',0.200
'0:01.354',0.208
'0:01.356',0.208
'0:01.357',0.215
'0:01.358',0.208
'0:01.360',0.208
'0:01.361',0.215
'0:01.363',0.223
'0:01.364',0.231
'0:01.365',0.215
'0:01.367',0.215
'0:01.368',0.231
'0:01.369',0.223
'0:01.371',0.200
'0:01.372',0.208
'0:01.374',0.215
'0:01.375',0.200
'0:01.376',0.200
'0:01.378',0.200
'0:01.379',0.192
'0:01.381',0.177
'0:01.382',0.177
'0:01.383',0.185
'0:01.385',0.177
'0:01.386',0.177
'0:01.388',0.177
'0:01.389',0.177
'0:01.390',0.185
'0:01.392',0.192
'0:01.393',0.185
'0:01.394',0.185
'0:01.396',0.185
'0:01.397',0.185
'0:01.399',0.177
'0:01.400',0.185
'0:01.401',0.192
'0:01.403',0.192
'0:01.404',0.185
'0:01.406',0.185
'0:01.407',0.185
'0:01.408',0.185
'0:01.410',0.185
'0:01.411',0.185
'0:01.413',0.185
'0:01.414',0.185
'0:01.415',0.185
'0:01.417',0.192
'0:01.418',0.200
'0:01.419',0.200
'0:01.421',0.200
'0:01.422',0.208
'0:01.424',0.200
'0:01.425',0.192
'0:01.426',0.185
'0:01.428',0.192
