EXPERIMENT1_1.CSV
BPM,bad_data_factor,at_risk,bad_data_bool,row,actual BPM,duration,window size,density,beats,min_volt,max_volt,avg_volt,var_volt,step1_usage,step15_usage,step2_usage,step3_usage
hayden1
0,not assigned yet,True,True,1,68,0,1,0,[],181,181,181.0,0.0,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,2,68,4,2,500.0,[],181,182,181.5,0.5,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,3,68,48,3,62.5,[],181,185,182.666666667,8.66666666667,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,4,68,94,4,42.5531914894,[],181,185,182.75,8.75,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,5,68,96,5,52.0833333333,[],181,185,182.8,8.8,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,6,68,143,6,41.958041958,[],181,192,184.333333333,79.3333333333,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,7,68,144,7,48.6111111111,{1447759190864L: 183},181,230,190.857142857,1866.85714286,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,8,68,197,8,40.6091370558,{1447759190864L: 183},181,230,189.875,1920.875,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,9,68,210,9,42.8571428571,{1447759190864L: 183},176,230,188.333333333,2092.0,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,10,68,242,10,41.3223140496,{1447759190911L: 192},176,230,188.2,2093.6,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,11,68,248,11,44.3548387097,{1447759190911L: 192},176,230,188.363636364,2096.54545455,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,12,68,292,12,41.095890411,{1447759190912L: 230},176,230,188.583333333,2102.91666667,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,13,68,302,13,43.0463576159,{1447759190912L: 230},176,230,188.923076923,2120.92307692,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,14,68,340,14,41.1764705882,{1447759190912L: 230},176,230,189.5,2181.5,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,15,68,349,15,42.9799426934,{1447759190912L: 230},176,230,190.2,2284.4,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,16,68,394,16,40.6091370558,{1447759190912L: 230},176,230,190.9375,2414.9375,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,17,68,405,17,41.975308642,{1447759190912L: 230},176,230,191.647058824,2551.88235294,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,18,68,443,18,40.6320541761,{1447759190912L: 230},176,230,191.722222222,2553.61111111,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,19,68,456,19,41.6666666667,{1447759190965L: 183},176,230,191.368421053,2596.42105263,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,20,68,488,20,40.9836065574,{1447759190965L: 183},176,230,190.85,2698.55,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,21,68,495,21,42.4242424242,{1447759190965L: 183},176,230,190.333333333,2810.66666667,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,22,68,536,22,41.0447761194,{1447759190965L: 183},176,230,189.909090909,2893.81818182,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,23,68,549,23,41.8943533698,{1447759190965L: 183},176,230,189.52173913,2969.73913043,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,24,68,586,24,40.9556313993,{1447759190965L: 183},176,230,189.166666667,3039.33333333,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,25,68,599,25,41.7362270451,{1447759190965L: 183},176,230,188.88,3088.64,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,26,68,635,26,40.9448818898,{1447759190965L: 183},176,230,188.653846154,3121.88461538,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,27,68,640,27,42.1875,{1447759190965L: 183},176,230,188.407407407,3164.51851852,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,28,68,679,28,41.2371134021,{1447759190965L: 183},176,230,188.178571429,3204.10714286,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,29,68,681,29,42.5844346549,{1447759190965L: 183},176,230,187.965517241,3240.96551724,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,30,68,728,30,41.2087912088,{1447759190965L: 183},176,230,187.866666667,3249.46666667,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,31,68,729,31,42.524005487,{1447759190965L: 183},176,230,187.741935484,3263.93548387,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,32,68,777,32,41.184041184,{1447759190965L: 183},176,230,187.5625,3295.875,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,33,68,778,33,42.4164524422,{1447759190965L: 183},176,230,187.393939394,3325.87878788,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,34,68,827,34,41.1124546554,{1447759190965L: 183},176,230,187.852941176,3562.26470588,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
0,not assigned yet,False,True,35,68,828,35,42.270531401,{1447759190965L: 183},176,230,188.685714286,4387.54285714,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
106.220801574,0.972222222222,False,False,36,68,875,36,41.1428571429,"{1447759191546L: 182, 1447759190965L: 183}",176,230,188.333333333,4544.0,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
106.138841079,0.972972972973,False,False,37,68,878,37,42.1412300683,"{1447759191546L: 182, 1447759190965L: 183}",176,230,188.189189189,4571.67567568,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
97.8120978121,0.973684210526,False,False,38,68,924,38,41.1255411255,"{1447759191595L: 203, 1447759190965L: 183}",176,230,188.184210526,4571.71052632,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
97.7443609023,0.974358974359,False,False,39,68,926,39,42.1166306695,"{1447759191595L: 203, 1447759190965L: 183}",176,230,188.230769231,4574.92307692,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
97.5252956236,0.975,False,False,40,68,974,40,41.067761807,"{1447759191596L: 217, 1447759190965L: 183}",176,230,188.3,4582.4,"[1, 0, 0, 0, 0, 0, 0, 2]",2,5,3
